25.191744 -6.108566 -0.938222 0.346035
26.259637 -7.117165 -0.999991 -0.004278
26.838668 -6.729226 -0.969684 0.244362
26.873960 -6.691011 -0.630114 0.776503
27.054017 -6.567984 -0.619081 0.785327
24.986717 -6.157694 0.998421 0.056171
23.898031 -7.733579 -0.147441 -0.989071
24.500590 -7.873389 -0.857292 0.514831
24.691376 -7.920996 -0.940350 -0.340208
24.724147 -7.960341 -0.328723 -0.944426
22.194716 -5.525058 -0.689487 0.724298
21.886608 -5.252904 0.251534 0.967849
22.097576 -5.253284 0.302943 0.953009
22.355431 -5.625429 0.414159 0.910204
22.154460 -5.376547 0.372220 0.928145
11.575008 -2.500335 -0.774680 0.632354
11.769487 -2.692205 -0.341524 0.939873
11.951100 -2.692899 -0.900945 0.433934
11.755621 -2.807626 -0.857384 0.514677
11.892310 -2.741834 -0.897555 0.440903
9.024411 -1.638794 -0.816674 0.577099
9.111851 -1.776700 -0.700048 0.714096
9.340929 -1.802731 -0.966138 0.258025
9.866893 -2.096618 -0.896332 0.443384
9.394035 -1.950687 -0.737487 0.675361
8.441022 -1.402145 -0.975945 -0.218015
10.279404 -2.094299 0.887457 -0.460891
8.862300 -1.294158 0.955884 -0.293745
10.111213 -1.664964 0.827714 -0.561150
9.506458 -1.502868 0.738296 -0.674477
-5.523829 1.554168 -0.443518 -0.896265
-4.430553 1.029624 -0.151531 -0.988452
-7.138545 1.807650 -0.131464 -0.991321
-4.278380 0.985465 0.326518 -0.945191
-4.340750 0.977997 0.056480 -0.998404
-13.979048 6.395112 0.316691 0.948529
-13.218069 5.935821 0.286765 0.958001
-15.605386 6.877597 0.645909 0.763415
-13.150084 6.063114 0.168412 0.985717
-12.923736 6.034097 0.461599 0.887088
-17.263482 6.171474 -0.337989 -0.941150
-17.218941 5.916031 -0.271172 -0.962531
-19.729959 6.719323 0.726181 -0.687504
-17.129615 5.969235 0.608881 -0.793261
-17.171037 5.863464 -0.286185 -0.958174
-26.021967 10.712577 0.339247 0.940697
-25.776727 10.563784 0.034163 0.999416
-27.774814 11.279423 0.386263 0.922389
-25.782056 10.865917 -0.000424 1.000000
-25.498124 10.695628 -0.264969 0.964257
13.686838 -11.255830 0.946238 -0.323470
14.942451 -11.622346 0.621663 -0.783285
14.675933 -11.327020 0.897158 -0.441710
14.205119 -11.663745 0.788373 -0.615198
14.131897 -12.032886 0.762276 -0.647252
-23.612853 3.117992 -0.285218 -0.958463
-23.323410 3.736337 -0.451466 -0.892288
-25.071346 4.752758 -0.621492 -0.783420
-23.409093 3.689582 -0.805961 -0.591969
-23.495499 3.787029 -0.567963 -0.823054
8.870738 -20.934812 -0.441901 -0.897064
12.780492 -18.832591 -0.276426 -0.961035
10.649892 -17.468938 -0.238992 -0.971022
12.786876 -16.947486 -0.448402 -0.893832
11.421385 -15.686815 -0.325870 -0.945415
-26.748122 -7.333050 -0.443372 -0.896337
-24.828167 -3.879765 0.346534 0.938037
-27.426175 -3.913302 0.891785 -0.452460
-25.756099 -6.796238 0.123500 0.992345
-26.053236 -7.613264 0.244840 0.969563
15.164929 -6.632389 0.948273 -0.317457
15.025359 -6.311950 0.921559 -0.388239
14.776261 -6.219368 0.984188 -0.177128
15.133810 -6.615025 0.944840 -0.327532
14.971244 -6.113825 0.864349 -0.502893
-7.132858 -17.146530 0.997506 -0.070585
-4.459030 -17.593634 0.339421 0.940635
-8.115813 -16.615404 0.415262 0.909702
-4.556264 -17.428921 0.305233 0.952278
-4.552270 -17.332868 -0.016307 0.999867
-20.280844 5.047842 0.914777 -0.403958
-20.103546 4.834892 0.879328 -0.476218
-22.126982 6.125773 0.986755 -0.162217
-20.019220 4.986775 0.974998 -0.222212
-20.215043 5.395460 0.992825 -0.119576
7.941485 -23.760553 0.799967 -0.600044
10.112647 -24.716831 0.678557 -0.734548
7.844182 -24.001109 0.925575 -0.378565
9.677065 -24.804961 0.750054 -0.661377
10.264728 -24.562736 -0.402792 -0.915291
-27.729526 -12.016131 -0.339163 -0.940728
-26.122967 -12.229075 0.212252 -0.977215
-29.965123 -10.603746 -0.085810 -0.996312
-26.266962 -12.221839 -0.461939 -0.886912
-26.343222 -11.966060 -0.026669 -0.999644
-23.462309 5.865888 -0.898746 0.438470
-23.183153 6.416611 0.411822 0.911264
-24.314131 7.119202 0.483292 0.875459
-23.401613 6.010739 0.363499 0.931594
-23.224220 5.844828 0.074602 0.997213
